Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,14838.22,519647,27856,252.55,685798,35075,12156.98,339163,19752
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,16264.67,677202,24210,236.88,3558204,50666,9798.7,1200483,24504
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,10094.98,194069,7219,206.49,857833,8712,4405.73,188320,4051
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,15115.78,871270,31429,230.54,4416036,59378,9240.65,1388802,28555
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,12724.05,277722,2799,241.84,2964186,19674,9827.2,909726,7526
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,7773.1,73901,774,143.38,766052,4629,5760.4,139913,1277
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,11293.63,351624,3573,203.14,3730239,24303,9455.78,1049639,8803
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,20614,399479,21411,315.77,594017,30992,20153.75,290756,16978
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,14806.18,120168,6445,153.98,91781,4083,10428.16,48407,2774
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,19153.26,519647,27856,284.51,685798,35075,18704.82,339163,19752
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,18717.56,677202,24210,259.15,3558204,50666,13213.01,1200483,24504
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,12859.99,194069,7219,144.45,857833,8712,7904.58,188320,4051
India,Maharashtra,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,17189.56,871270,31429,218.35,4416036,59378,12623.38,1388802,28555
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,20635.59,277722,2799,365.26,2964186,19674,13073.2,909726,7526
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,16789.82,73901,774,360.95,766052,4629,6492.88,139913,1277
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,19394.45,351624,3573,364.98,3730239,24303,11613.09,1049639,8803
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,21242.51,399479,21411,374.24,594017,30992,13827.42,290756,16978
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,17899.87,120168,6445,283.72,91781,4083,6940.28,48407,2774
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,20281.52,519647,27856,368.15,685798,35075,12056.57,339163,19752
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,20808.01,677202,24210,368.7,3558204,50666,13267.76,1200483,24504
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,17069.02,194069,7219,330.92,857833,8712,6625.64,188320,4051
India,Manipur,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,19637.42,871270,31429,366.19,4416036,59378,11731.47,1388802,28555
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,15609.32,277722,2799,331.07,2964186,19674,8008.32,909726,7526
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,13035.69,73901,774,244.7,766052,4629,5223.96,139913,1277
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,14530.47,351624,3573,318.38,3730239,24303,7127.15,1049639,8803
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,23711.02,399479,21411,357.19,594017,30992,14227.74,290756,16978
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,18841.57,120168,6445,226.57,91781,4083,8873.05,48407,2774
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,21702.65,519647,27856,344.58,685798,35075,12631.81,339163,19752
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,18918.32,677202,24210,334.91,3558204,50666,8625.56,1200483,24504
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,15368.11,194069,7219,242.94,857833,8712,5558.82,188320,4051
India,Meghalaya,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,17439.82,871270,31429,322.06,4416036,59378,7660.51,1388802,28555
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,24369.91,277722,2799,336.71,2964186,19674,8879.98,909726,7526
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,24879.01,73901,774,0,766052,4629,8937.86,139913,1277
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,24496.36,351624,3573,336.71,3730239,24303,8887.78,1049639,8803
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,23330.98,399479,21411,381.92,594017,30992,12797.48,290756,16978
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,22372.31,120168,6445,338.54,91781,4083,9980.92,48407,2774
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,23047.15,519647,27856,379.86,685798,35075,11913.01,339163,19752
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,23576.23,677202,24210,365.25,3558204,50666,9977.62,1200483,24504
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,22861.98,194069,7219,338.54,857833,8712,9494.31,188320,4051
India,Mizoram,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,23372.41,871270,31429,364.43,4416036,59378,9883.94,1388802,28555
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,15586.46,277722,2799,300,2964186,19674,9310.44,909726,7526
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,18059.9,73901,774,0,766052,4629,6231.9,139913,1277
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,16078.36,351624,3573,300,3730239,24303,8814.87,1049639,8803
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,24486.74,399479,21411,367.91,594017,30992,14159.93,290756,16978
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,20063.08,120168,6445,0,91781,4083,11420.72,48407,2774
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,23558.19,519647,27856,367.91,685798,35075,13763.4,339163,19752
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,18800.5,677202,24210,363.7,3558204,50666,10198.3,1200483,24504
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,18814.94,194069,7219,0,857833,8712,7088.48,188320,4051
India,Nagaland,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,18803.43,871270,31429,363.7,4416036,59378,9706.79,1388802,28555
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,11851.57,277722,2799,235.32,2964186,19674,7017.84,909726,7526
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,7434.12,73901,774,183.68,766052,4629,4238.7,139913,1277
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,10957.82,351624,3573,226.58,3730239,24303,6779.37,1049639,8803
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,21320.87,399479,21411,266.22,594017,30992,13220.57,290756,16978
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,14453.08,120168,6445,200.27,91781,4083,7915.4,48407,2774
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,19662.72,519647,27856,249.89,685798,35075,12628.79,339163,19752
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,15417.22,677202,24210,237.3,3558204,50666,7829.23,1200483,24504
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,10460.28,194069,7219,185.33,857833,8712,4854.83,188320,4051
India,Odisha,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,14339.01,871270,31429,228.22,4416036,59378,7563.74,1388802,28555
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,17941.75,277722,2799,355.1,2964186,19674,8624.23,909726,7526
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,8962.55,73901,774,151.05,766052,4629,6660.05,139913,1277
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,15249,351624,3573,243.57,3730239,24303,8070.62,1049639,8803
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,18720.25,399479,21411,411.12,594017,30992,18360.01,290756,16978
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,16464.33,120168,6445,285.69,91781,4083,9495.98,48407,2774
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,18014.1,519647,27856,390.43,685798,35075,16404,339163,19752
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,18408.72,677202,24210,383.75,3558204,50666,15928.75,1200483,24504
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,13572.91,194069,7219,170.76,857833,8712,8600.67,188320,4051
India,Puducherry,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,16920.13,871270,31429,296.78,4416036,59378,14192.7,1388802,28555
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,13635.45,277722,2799,319.06,2964186,19674,19086.52,909726,7526
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,6728.98,73901,774,109.2,766052,4629,4756.36,139913,1277
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,12046.07,351624,3573,305.68,3730239,24303,16903.68,1049639,8803
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,16330.34,399479,21411,326.15,594017,30992,19088.33,290756,16978
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,11780.24,120168,6445,207.29,91781,4083,7812.19,48407,2774
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,15268.19,519647,27856,312.69,685798,35075,17814.42,339163,19752
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,15145.16,677202,24210,320.43,3558204,50666,19087.18,1200483,24504
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,9581.85,194069,7219,139.43,857833,8712,5639.96,188320,4051
India,Punjab,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,13854.56,871270,31429,307.09,4416036,59378,17226.26,1388802,28555
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,13570.48,277722,2799,316.47,2964186,19674,8922.31,909726,7526
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,4999.31,73901,774,233.73,766052,4629,5693.79,139913,1277
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,12884.18,351624,3573,300.44,3730239,24303,8346.85,1049639,8803
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,17993.48,399479,21411,315,594017,30992,16419.92,290756,16978
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,13845.63,120168,6445,278.4,91781,4083,5793.27,48407,2774
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,17448.82,519647,27856,308.73,685798,35075,15138.75,339163,19752
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,15819.57,677202,24210,316.23,3558204,50666,10395.1,1200483,24504
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,10682.52,194069,7219,240.15,857833,8712,5707.1,188320,4051
India,Rajasthan,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,15270.62,871270,31429,301.76,4416036,59378,9609.77,1388802,28555
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,20629.98,277722,2799,400,2964186,19674,10643.01,909726,7526
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,15864.25,73901,774,400,766052,4629,5890.84,139913,1277
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,19183.78,351624,3573,400,3730239,24303,9435.88,1049639,8803
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,18253.34,399479,21411,400,594017,30992,16589.77,290756,16978
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,16429.54,120168,6445,400,91781,4083,11920.51,48407,2774
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,17694.49,519647,27856,400,685798,35075,15975.06,339163,19752
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,19650.02,677202,24210,400,3558204,50666,12100.49,1200483,24504
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,16099.25,194069,7219,400,857833,8712,6652.35,188320,4051
India,Sikkim,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,18568.15,871270,31429,400,4416036,59378,10861.96,1388802,28555
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,10921.95,277722,2799,378.66,2964186,19674,11025.13,909726,7526
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,10295.5,73901,774,198.61,766052,4629,4029.77,139913,1277
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,10793.99,351624,3573,311.73,3730239,24303,9026.46,1049639,8803
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,19049.08,399479,21411,429.68,594017,30992,16498.56,290756,16978
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,13276.3,120168,6445,261.06,91781,4083,6154.55,48407,2774
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,17276.44,519647,27856,400.36,685798,35075,14431.12,339163,19752
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,16235,677202,24210,400.76,3558204,50666,13052.15,1200483,24504
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,12576.48,194069,7219,211.96,857833,8712,4600.55,188320,4051
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,15230.3,871270,31429,344.3,4416036,59378,10887.2,1388802,28555
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,13716.88,277722,2799,310.64,2964186,19674,10333.37,909726,7526
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,9525.74,73901,774,216.51,766052,4629,4587.59,139913,1277
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,12310.14,351624,3573,262.01,3730239,24303,9507.85,1049639,8803
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Male,20780.78,399479,21411,393.81,594017,30992,18127.83,290756,16978
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Female,14858.8,120168,6445,283.72,91781,4083,6017.55,48407,2774
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Urban,Persons,19491.69,519647,27856,371.81,685798,35075,15720.41,339163,19752
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Male,18930.34,677202,24210,330.58,3558204,50666,12575.31,1200483,24504
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Female,12768.78,194069,7219,221.12,857833,8712,5122.2,188320,4051
India,Telangana,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural + Urban,Persons,17374.85,871270,31429,279.58,4416036,59378,11380.65,1388802,28555
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Male,13205.5150000000000000000000,555444.00000000000000000000,5598.00000000000000000000,369.3300000000000000000000,2964186.00000000000000000000,39348.00000000000000000000,10409.3450000000000000000000,1819452.00000000000000000000,15052.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Female,6787.4250000000000000000000,147802.00000000000000000000,1548.00000000000000000000,100.00000000000000000000,766052.00000000000000000000,9258.00000000000000000000,2329.0800000000000000000000,279826.00000000000000000000,2554.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2018","January - March, 2019",Rural,Persons,12376.4800000000000000000000,703248.00000000000000000000,7146.00000000000000000000,361.1900000000000000000000,3730239.00000000000000000000,48606.00000000000000000000,9537.0750000000000000000000,2099278.00000000000000000000,17606.00000000000000000000
