Country,State,Year,Quarter,Type Of Areas,Gender,"Average Wage Or Salary Earnings (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:100","Sample Number Of Wage Or Salary Workers (UOM:Number), Scaling Factor:1","Average Wage Earnings Per Day (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Sample Number Of Days Worked As Casual Labour (UOM:Number), Scaling Factor:1","Average Gross Earnings During Last 30 Days From Self-Employment Among Self-Employed Persons In Current Weekly Statu (UOM:%(Percentage)), Scaling Factor:1","Estimated Number Of Self Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:100","Sample Number Of Self-Employed Persons In Current Weekly Status (Cws) (UOM:Number), Scaling Factor:1"
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,22470.23,,2975,476.66,,20227,11826.14,,7846
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,21094.74,,926,324.55,,4936,5201.53,,3214
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,21874.82,,3901,438.01,,25163,8881.41,,11060
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,35981,,20969,453.85,,28921,19517.15,,17235
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,29525.36,,7135,269.85,,3778,14317.14,,4103
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,33066.37,,28104,401.29,,32699,17994.59,,21338
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,27688.35,,23944,474.96,,49148,12725.74,,25081
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,24502.92,,8061,319.83,,8714,5786.19,,7317
India,Meghalaya,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,26286.1,,32005,435.16,,57862,9740.23,,32398
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,35305.06,,2975,465.37,,20227,18416.44,,7846
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,26695.03,,926,0,,4936,10722.44,,3214
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,32830.45,,3901,465.37,,25163,15407.23,,11060
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,34878.36,,20969,483.74,,28921,23381.33,,17235
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,26706.24,,7135,488.02,,3778,14441.33,,4103
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,32415.92,,28104,483.93,,32699,19966.22,,21338
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,35072.11,,23944,473.17,,49148,20613.97,,25081
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,26701.34,,8061,488.02,,8714,12333.31,,7317
India,Mizoram,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,32602.12,,32005,473.45,,57862,17408.42,,32398
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,31191.36,,2975,439.51,,20227,13629.6,,7846
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,12165.14,,926,0,,4936,6628.86,,3214
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,26016.09,,3901,439.51,,25163,10291.23,,11060
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,29294.44,,20969,462.72,,28921,16071.48,,17235
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,25298.54,,7135,487.87,,3778,11158.02,,4103
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,28282.33,,28104,463.91,,32699,13698.56,,21338
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,30442.97,,23944,442.86,,49148,14076.56,,25081
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,17046.58,,8061,487.87,,8714,7474.5,,7317
India,Nagaland,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,26896.48,,32005,443.18,,57862,10920.88,,32398
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,19016.43,,2975,364.82,,20227,11354.39,,7846
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,9446.82,,926,303.53,,4936,3203.36,,3214
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,16529.73,,3901,355.1,,25163,9206.63,,11060
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,27445.38,,20969,399.84,,28921,20516.61,,17235
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,18325,,7135,330.51,,3778,12273.08,,4103
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,24965,,28104,392.37,,32699,19161.68,,21338
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,22228.94,,23944,367.68,,49148,12364.17,,25081
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,12961.36,,8061,304.99,,8714,3781.61,,7317
India,Odisha,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,19777.53,,32005,357.99,,57862,10186.46,,32398
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,16386.45,,2975,508.36,,20227,17137.7,,7846
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,10334.74,,926,198.33,,4936,6230.96,,3214
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,13455.59,,3901,321.01,,25163,11324.58,,11060
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,35350.78,,20969,634.15,,28921,22075.76,,17235
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,29444.62,,7135,507.8,,3778,13455.88,,4103
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,33415.31,,28104,623.42,,32699,20124.7,,21338
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,29760.59,,23944,592.11,,49148,21175.88,,25081
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,20920.1,,8061,231.77,,8714,10096.04,,7317
India,Puducherry,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,26375.23,,32005,460.97,,57862,17751.97,,32398
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,16273.09,,2975,416.39,,20227,20569.26,,7846
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,5427.37,,926,337.83,,4936,4259.99,,3214
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,13130.75,,3901,405.36,,25163,16617.85,,11060
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,22889.86,,20969,430.2,,28921,22930.62,,17235
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,17446.32,,7135,301.74,,3778,8981.54,,4103
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,21319.24,,28104,422.14,,32699,21118.35,,21338
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,19654.89,,23944,418.52,,49148,21454.92,,25081
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,11552.65,,8061,335.33,,8714,5293.61,,7317
India,Punjab,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,17312.39,,32005,407.76,,57862,18162.67,,32398
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,15877.79,,2975,431.25,,20227,14765.49,,7846
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,9589.68,,926,367.27,,4936,5776.1,,3214
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,14824.87,,3901,423.26,,25163,12291.02,,11060
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,22802,,20969,461.78,,28921,22696.81,,17235
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,24444.71,,7135,274.59,,3778,7275.08,,4103
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,23107.84,,28104,430.25,,32699,19627.17,,21338
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,19241.54,,23944,436.56,,49148,16397.27,,25081
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,17284.35,,8061,345.99,,8714,5993.33,,7317
India,Rajasthan,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,18895.8,,32005,424.52,,57862,13683.99,,32398
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,19511.88,,2975,596.3,,20227,11414.81,,7846
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,15269.8,,926,0,,4936,6100.9,,3214
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,18322.49,,3901,596.3,,25163,9276.11,,11060
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,26325.9,,20969,604.24,,28921,22996.05,,17235
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,18414.8,,7135,446.15,,3778,9456.47,,4103
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,23710.95,,28104,585.4,,32699,22009.51,,21338
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,21470.72,,23944,597.67,,49148,13778.18,,25081
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,16333.77,,8061,446.15,,8714,6198.37,,7317
India,Sikkim,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,19952.48,,32005,594.21,,57862,11081.81,,32398
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,19738.93,,2975,600.05,,20227,19244.62,,7846
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,17194.64,,926,291.52,,4936,5997.32,,3214
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,19110.73,,3901,510.97,,25163,15682.9,,11060
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,23158.79,,20969,648.67,,28921,23722.26,,17235
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,17366.14,,7135,382.73,,3778,9081.24,,4103
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,21518.1,,28104,594.82,,32699,20523.03,,21338
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,21726.76,,23944,613.91,,49148,20974.61,,25081
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,17301.98,,8061,309.72,,8714,6995.73,,7317
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,20538.89,,32005,532.96,,57862,17477.12,,32398
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,23072.23,,2975,569.89,,20227,20302.65,,7846
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,20635.59,,926,395.56,,4936,7866.49,,3214
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,22381.16,,3901,472.23,,25163,18421.87,,11060
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,33170.07,,20969,631.72,,28921,28795.23,,17235
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,21564.58,,7135,445.51,,3778,9361.67,,4103
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,30208.21,,28104,581.32,,32699,25282.05,,21338
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,30373.5,,23944,589.64,,49148,22384.11,,25081
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,21279.59,,8061,401.57,,8714,8295.28,,7317
India,Telangana,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,27979.06,,32005,496.29,,57862,20148.62,,32398
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,17701.05,,2975,310.04,,20227,9772.05,,7846
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,10362.64,,926,244.44,,4936,2885.63,,3214
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,16298.82,,3901,302.86,,25163,9309.77,,11060
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,18212.44,,20969,390,,28921,26472.2,,17235
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,11535.81,,7135,0,,3778,5454.48,,4103
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,17595.41,,28104,390,,32699,20290.95,,21338
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,18140.9,,23944,320.98,,49148,17966.92,,25081
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,11214.42,,8061,244.44,,8714,5063.98,,7317
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,17395.31,,32005,313.64,,57862,15460.45,,32398
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,20473.76,,2975,456,,20227,16941.1,,7846
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,12919.17,,926,646.74,,4936,3876.91,,3214
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,17667.49,,3901,462.87,,25163,13684.46,,11060
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,24728.63,,20969,490.45,,28921,20554.2,,17235
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,18315.45,,7135,381.53,,3778,7585.62,,4103
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,22687.47,,28104,480.22,,32699,17876.77,,21338
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,21663.33,,23944,461.12,,49148,17437.83,,25081
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,14185.32,,8061,560.2,,8714,4288.66,,7317
India,Tripura,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,18990.32,,32005,465.59,,57862,14233.8,,32398
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,19541.77,,2975,384.79,,20227,10972.07,,7846
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,20667.76,,926,251.09,,4936,4702.29,,3214
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,19788.88,,3901,375.37,,25163,9234.51,,11060
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,20920.06,,20969,415.88,,28921,17069.84,,17235
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,21745.14,,7135,315.75,,3778,6253.73,,4103
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,21029.16,,28104,411.02,,32699,15825.74,,21338
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,20191.11,,23944,388.35,,49148,12058.2,,25081
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,21018.52,,8061,256.27,,8714,4808.48,,7317
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,20340.59,,32005,379.37,,57862,10225.83,,32398
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,21909.68,,2975,476.27,,20227,16288.13,,7846
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,15915.38,,926,600,,4936,6949.73,,3214
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,21293.83,,3901,482.12,,25163,14091.82,,11060
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,22226.05,,20969,487.87,,28921,22029.37,,17235
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,20287.3,,7135,500,,3778,13682.52,,4103
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,21829.9,,28104,488.13,,32699,21344.28,,21338
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,22049.52,,23944,478.88,,49148,17494.7,,25081
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,18712.73,,8061,588.45,,8714,7433.23,,7317
India,Uttarakhand,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,21546.76,,32005,483.45,,57862,15407.89,,32398
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Male,11406.32,,2975,368.61,,20227,13570.11,,7846
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Female,5941.54,,926,234.82,,4936,2791.24,,3214
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural,Persons,10064.01,,3901,351.94,,25163,10540.02,,11060
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Male,20773,,20969,409.13,,28921,16853.78,,17235
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Female,14477.31,,7135,317.83,,3778,4912.41,,4103
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Urban,Persons,18980.06,,28104,404.87,,32699,14192.27,,21338
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Male,15846.52,,23944,375.1,,49148,14395.3,,25081
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Female,10416.9,,8061,239.92,,8714,3210.27,,7317
India,West Bengal,"PLFS Year (Jul - Jun), 2023","April - June, 2024",Rural + Urban,Persons,14409.23,,32005,359.82,,57862,11405.35,,32398
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Male,34361.2,,2976,632.51,,19705,14158.41,,8247
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Female,43717.39,,923,0,,5438,21319.4,,3148
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Persons,36633.91,,3899,632.51,,25143,16038.7,,11395
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Male,34547.09,,21041,622.06,,30346,84438.66,,17582
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Female,17651.37,,7080,0,,4067,27162.75,,4172
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Persons,29144.78,,28121,622.06,,34413,69939.93,,21754
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Male,34475.65,,24017,626.75,,50051,35264.15,,25829
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Female,25440.22,,8003,0,,9505,23014.27,,7320
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Persons,31836.1,,32020,626.75,,59556,32082.06,,33149
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Male,21942.2,,2976,517.95,,19705,16547.68,,8247
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Female,17439.6,,923,313.8,,5438,9093.83,,3148
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Persons,20550.91,,3899,442.8,,25143,14801.66,,11395
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Male,22989.44,,21041,571.21,,30346,19160.74,,17582
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Female,16674.17,,7080,399.66,,4067,8292.36,,4172
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Urban,Persons,21123.89,,28121,537.35,,34413,16299.78,,21754
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Male,22448.79,,24017,525.45,,50051,17178.51,,25829
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Female,17081.63,,8003,319.36,,9505,8876.65,,7320
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural + Urban,Persons,20825.3,,32020,453.61,,59556,15174.02,,33149
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Male,36341.46,,2976,516.92,,19705,13266.11,,8247
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Female,15767.66,,923,0,,5438,6722.83,,3148
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2023","January - March, 2024",Rural,Persons,33446.5,,3899,516.92,,25143,10609.34,,11395
