Country,Year,Gender,Type Of Areas,Age Group,Status Of Usual Activity,Industry Of Usual Activity,"Not Literates Under Highest Level Of Education Successfully Completed (UOM:%(Percentage)), Scaling Factor:1","Literates Upto Primary Level Of Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Middle Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Higher Secondary Level Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Diploma Or Certificate Course Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Graduates Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Post Graduates And Above Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Persons With Secondary Level And Above Education Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","All Persons Under Highest Level Of Education Completed (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1","Sample Persons Under Highest Level Of Education Completed (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,51,05-43,8.0,10.9,6.5,3.6,2.2,3.4,1.1,0.6,2.6,5.3,105889.0,3095.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,51,45-99,0.7,1.1,0.6,0.6,0.3,1.4,0.2,0.3,0.4,0.6,12198.0,402.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,41 & 51,01-99,18.1,21.6,12.1,6.6,3.9,7.6,2.4,1.5,4.8,10.2,205481.0,5571.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-51,01-03,24.4,24.7,17.3,10.2,10.1,8.1,10.5,8.1,10.1,15.3,307595.0,9369.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-51,01-99,37.9,46.2,33.8,23.3,22.6,46.5,32.1,39.5,25.6,31.7,639256.0,20882.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-51,05-43,10.8,15.3,10.4,6.9,5.1,21.1,4.5,3.5,6.1,9.0,180654.0,5846.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-51,45-99,2.7,6.3,6.1,6.2,7.3,17.3,17.0,27.8,9.3,7.5,151008.0,5667.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,81,,2.3,3.8,4.7,3.6,5.2,24.4,19.8,25.8,8.0,6.0,121886.0,4438.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-81,,40.2,50.0,38.5,26.9,27.8,70.8,51.8,65.3,33.6,37.8,761142.0,25320.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,UR,,5.8,7.5,12.2,13.2,18.7,34.4,38.1,39.6,23.8,16.0,,
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,91,,0.4,9.9,32.7,54.2,52.6,18.0,23.6,9.4,46.4,33.8,681701.0,25561.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,92,,33.5,24.9,19.4,13.5,14.8,9.2,19.3,18.5,15.0,19.1,384118.0,11576.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,93,,19.1,13.9,7.9,4.6,4.2,0.9,4.7,5.6,4.4,7.9,159069.0,4534.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,94,,1.0,0.5,0.4,0.2,0.2,0.3,0.2,0.3,0.2,0.4,7116.0,187.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,95,,4.0,0.5,0.5,0.2,0.1,0.3,0.1,0.0,0.2,0.6,12017.0,391.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,97,,1.8,0.4,0.6,0.3,0.3,0.5,0.3,0.9,0.3,0.5,10889.0,384.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,91-99,,59.8,50.0,61.5,73.1,72.2,29.2,48.2,34.7,66.4,62.2,1254911.0,42633.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15-29 years,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2016052.0,67953.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,"11,12",01-03,14.8,16.9,13.9,12.0,9.3,5.5,10.1,6.1,10.4,13.7,749958.0,24399.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,"11,12",01-96,18.0,24.7,22.7,19.8,16.7,14.1,18.7,15.5,18.3,20.3,1111569.0,37536.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,"11,12",05-43,1.4,2.9,3.0,2.4,1.5,3.3,1.4,1.2,1.9,2.2,119689.0,4319.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,"11,12",45-96,1.8,4.8,5.8,5.4,5.9,5.3,7.2,8.3,6.0,4.4,241922.0,8818.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,21,01-03,8.5,7.8,7.4,5.8,6.1,4.2,5.5,4.6,5.7,7.3,401389.0,13529.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,21,01-96,9.0,8.5,8.4,6.7,7.2,5.3,6.6,5.7,6.8,8.1,444289.0,14973.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,21,05-43,0.2,0.3,0.3,0.3,0.2,0.4,0.2,0.0,0.2,0.2,12876.0,462.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,21,45-96,0.3,0.4,0.7,0.6,0.9,0.7,0.9,1.1,0.8,0.5,30023.0,982.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-21,01-03,23.3,24.8,21.3,17.8,15.4,9.7,15.6,10.7,16.1,21.0,1151347.0,37928.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-21,01-96,27.0,33.2,31.1,26.5,23.9,19.4,25.4,21.2,25.0,28.4,1555858.0,52509.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-21,05-43,1.6,3.2,3.3,2.7,1.7,3.7,1.6,1.2,2.2,2.4,132566.0,4781.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-21,45-96,2.0,5.2,6.5,6.0,6.8,6.1,8.1,9.3,6.7,5.0,271945.0,9800.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,31,01-03,0.3,0.5,0.3,0.2,0.2,0.5,0.2,0.1,0.2,0.3,16553.0,650.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,31,01-99,1.8,4.8,6.4,7.4,9.8,31.2,22.4,36.7,12.5,6.6,360494.0,14512.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,31,05-43,0.6,1.7,2.1,2.0,2.5,14.5,2.5,2.2,2.6,1.7,93934.0,3363.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,31,45-99,1.0,2.6,3.9,5.2,7.1,16.3,19.7,34.4,9.7,4.6,250007.0,10499.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,41,,0.8,0.6,0.6,0.3,0.2,0.5,0.1,0.0,0.2,0.5,29433.0,1044.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,51,01-03,11.2,9.8,5.5,3.2,1.7,1.7,1.0,0.5,2.2,7.0,383863.0,9371.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,51,01-99,17.1,19.8,13.6,8.6,4.8,6.2,2.4,1.0,5.9,13.5,737855.0,19729.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,51,05-43,5.5,9.0,7.3,4.7,2.7,3.3,1.2,0.4,3.2,5.8,319060.0,9242.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,51,45-99,0.4,1.0,0.8,0.7,0.4,1.2,0.2,0.2,0.5,0.6,34932.0,1116.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,41 & 51,01-99,17.9,20.4,14.2,9.0,5.0,6.7,2.5,1.0,6.2,14.0,767288.0,20773.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-51,01-03,34.8,35.1,27.1,21.2,17.3,11.8,16.8,11.3,18.5,28.3,1551763.0,47949.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-51,01-99,46.7,58.4,51.7,42.9,38.6,57.4,50.2,59.0,43.7,48.9,2683640.0,87794.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-51,05-43,8.5,14.5,13.3,9.7,7.1,21.9,5.4,3.8,8.2,10.5,574992.0,18430.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-51,45-99,3.5,8.8,11.3,11.9,14.2,23.6,27.9,43.9,16.9,10.2,556884.0,21415.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,81,,0.4,1.3,2.5,2.4,3.9,16.3,12.4,16.1,5.5,2.6,140606.0,5081.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-81,,47.1,59.7,54.2,45.3,42.5,73.7,62.6,75.0,49.2,51.5,2824245.0,92875.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,UR,,0.8,2.2,4.7,5.3,9.2,22.1,19.8,21.4,11.2,5.0,,
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,91,,0.1,2.9,15.8,31.6,35.8,10.9,13.7,5.0,28.4,12.5,685339.0,25672.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,92,,22.5,20.2,18.6,14.4,14.9,10.3,16.8,12.0,14.8,18.9,1036440.0,32910.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,93,,13.4,11.2,7.8,5.4,4.6,0.9,4.0,4.6,4.7,9.2,505010.0,15239.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,94,,9.7,3.9,2.3,2.3,1.4,3.1,2.3,2.8,2.1,4.8,262514.0,7937.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,95,,2.7,1.0,0.6,0.4,0.2,0.6,0.1,0.0,0.3,1.2,66441.0,2175.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,97,,4.4,1.2,0.7,0.5,0.6,0.5,0.4,0.5,0.5,1.9,104466.0,2988.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,91-99,,52.9,40.3,45.8,54.7,57.5,26.3,37.4,25.0,50.8,48.5,2660210.0,86921.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,15 years and above,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5484455.0,179796.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,"11,12",01-03,10.2,8.0,12.2,12.0,9.3,5.5,10.1,6.1,10.4,10.0,750010.0,24408.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,"11,12",01-96,12.5,11.7,20.0,19.8,16.7,14.1,18.7,15.5,18.2,14.8,1112137.0,37550.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,"11,12",05-43,1.0,1.4,2.6,2.4,1.5,3.3,1.4,1.2,1.9,1.6,120203.0,4322.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,"11,12",45-96,1.2,2.2,5.1,5.4,5.9,5.3,7.2,8.3,5.9,3.2,241924.0,8820.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,21,01-03,5.9,3.8,6.5,5.7,6.1,4.2,5.5,4.6,5.7,5.4,404192.0,13648.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,21,01-96,6.3,4.1,7.4,6.6,7.2,5.3,6.6,5.7,6.8,6.0,447731.0,15103.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,21,05-43,0.1,0.1,0.3,0.3,0.2,0.4,0.2,0.0,0.2,0.2,13388.0,469.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,21,45-96,0.2,0.2,0.6,0.6,0.9,0.7,0.9,1.1,0.8,0.4,30152.0,986.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-21,01-03,16.2,11.8,18.7,17.7,15.4,9.7,15.6,10.7,16.1,15.4,1154202.0,38056.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-21,01-96,18.7,15.8,27.3,26.4,23.9,19.4,25.4,21.2,25.0,20.8,1559868.0,52653.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-21,05-43,1.1,1.6,2.9,2.7,1.7,3.7,1.6,1.2,2.2,1.8,133591.0,4791.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-21,45-96,1.4,2.5,5.7,6.0,6.8,6.1,8.1,9.3,6.7,3.6,272076.0,9806.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,31,01-03,0.2,0.2,0.3,0.2,0.2,0.5,0.2,0.1,0.2,0.2,16558.0,651.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,31,01-99,1.3,2.3,5.6,7.3,9.8,31.2,22.4,36.7,12.5,4.8,360513.0,14517.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,31,05-43,0.4,0.8,1.9,2.0,2.5,14.5,2.5,2.2,2.6,1.3,93944.0,3364.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,31,45-99,0.7,1.2,3.5,5.2,7.1,16.3,19.7,34.4,9.7,3.3,250011.0,10502.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,41,,0.5,0.3,0.5,0.3,0.2,0.5,0.1,0.0,0.2,0.4,29434.0,1045.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,51,01-03,7.7,4.6,4.8,3.2,1.7,1.7,1.0,0.5,2.2,5.1,384537.0,9384.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,51,01-99,11.8,9.4,12.0,8.6,4.8,6.2,2.4,1.0,5.9,9.8,739062.0,19751.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,51,05-43,3.8,4.3,6.4,4.7,2.7,3.3,1.2,0.4,3.2,4.3,319540.0,9249.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,51,45-99,0.3,0.5,0.7,0.7,0.4,1.2,0.2,0.2,0.5,0.5,34984.0,1118.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,41 & 51,01-99,12.4,9.6,12.5,8.9,5.0,6.7,2.5,1.0,6.2,10.2,768496.0,20796.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-51,01-03,24.1,16.6,23.9,21.1,17.3,11.8,16.8,11.3,18.5,20.7,1555297.0,48091.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-51,01-99,32.4,27.7,45.5,42.7,38.6,57.4,50.2,59.0,43.6,35.8,2688877.0,87966.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-51,05-43,5.9,6.9,11.7,9.7,7.1,21.9,5.4,3.8,8.2,7.7,576509.0,18449.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-51,45-99,2.4,4.2,9.9,11.9,14.2,23.6,27.9,43.9,16.9,7.4,557071.0,21426.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,81,,0.3,0.7,2.3,2.4,3.9,16.3,12.4,16.1,5.5,1.9,142998.0,5132.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-81,,32.7,28.4,47.7,45.1,42.5,73.7,62.6,75.0,49.1,37.7,2831875.0,93098.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,UR,,0.9,2.5,4.7,5.3,9.2,22.1,19.8,21.4,11.2,5.0,,
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,91,,4.0,52.0,25.8,31.9,35.8,10.9,13.7,5.0,28.5,26.7,2003884.0,65735.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,92,,15.8,9.9,16.5,14.4,14.9,10.3,16.8,12.0,14.7,14.0,1051627.0,33254.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,93,,9.4,5.4,6.8,5.4,4.6,0.9,4.0,4.6,4.7,6.8,510158.0,15343.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,94,,6.7,1.9,2.0,2.3,1.4,3.1,2.3,2.8,2.0,3.5,264237.0,7979.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,95,,2.0,0.5,0.5,0.4,0.2,0.6,0.1,0.0,0.3,0.9,70092.0,2268.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,97,,4.2,0.9,0.7,0.5,0.6,0.5,0.4,0.5,0.5,1.8,138246.0,3674.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,99,,25.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,636765.0,18466.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,91-99,,67.3,71.6,52.3,54.9,57.5,26.3,37.4,25.0,50.9,62.3,4675010.0,146719.0
India,"PLFS Year (Jul - Jun), 2018",Persons,Rural,all ages,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7506885.0,239817.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,"11,12",01-03,1.6,0.6,0.4,0.3,0.3,0.0,0.2,0.0,0.2,0.4,1772.0,112.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,"11,12",01-96,15.4,13.8,10.1,6.0,5.2,4.8,7.3,7.6,6.1,7.9,37995.0,2186.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,"11,12",05-43,4.5,4.7,2.8,1.4,0.9,1.4,1.2,1.3,1.2,1.9,9293.0,499.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,"11,12",45-96,9.4,8.5,6.9,4.3,4.0,3.4,5.9,6.3,4.7,5.6,26930.0,1575.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,21,01-03,2.2,1.6,1.0,0.5,0.4,0.2,0.5,0.6,0.4,0.7,3454.0,182.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,21,01-96,7.7,5.4,5.1,4.2,3.1,3.7,4.6,7.4,4.1,4.5,21693.0,1205.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,21,05-43,2.4,1.8,1.4,1.2,0.7,1.8,1.2,1.6,1.1,1.2,5946.0,310.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,21,45-96,3.0,2.1,2.7,2.5,2.0,1.8,3.0,5.2,2.6,2.6,12294.0,713.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-21,01-03,3.8,2.2,1.5,0.8,0.7,0.2,0.7,0.6,0.7,1.1,5225.0,294.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-21,01-96,23.1,19.2,15.2,10.3,8.2,8.5,11.9,15.0,10.1,12.4,59688.0,3391.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-21,05-43,6.9,6.4,4.2,2.6,1.6,3.2,2.4,2.8,2.2,3.2,15238.0,809.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-21,45-96,12.4,10.6,9.5,6.8,6.0,5.2,8.8,11.5,7.2,8.2,39224.0,2288.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,31,01-03,0.0,0.3,0.0,0.1,0.3,0.0,0.1,0.2,0.1,0.1,579.0,22.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,31,01-99,17.9,32.9,28.3,19.2,17.5,44.4,39.3,52.2,26.9,27.4,131565.0,6420.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,31,05-43,6.9,17.4,12.7,7.1,5.8,22.8,9.1,6.5,8.0,9.8,46901.0,2105.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,31,45-99,11.0,15.2,15.6,12.0,11.5,21.6,30.1,45.5,18.8,17.5,84085.0,4293.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,41,,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,388.0,28.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,51,01-03,0.3,0.3,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.2,806.0,62.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,51,01-99,27.8,25.5,11.3,6.6,2.4,4.1,0.6,0.2,3.1,7.7,36777.0,1840.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,51,05-43,19.7,19.5,8.6,4.8,1.6,3.3,0.4,0.0,2.2,5.7,27256.0,1343.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,51,45-99,7.8,5.7,2.4,1.5,0.7,0.8,0.2,0.2,0.8,1.8,8715.0,435.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,41 & 51,01-99,28.4,25.6,11.4,6.6,2.4,4.1,0.6,0.2,3.2,7.7,37165.0,1868.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-51,01-03,4.1,2.8,1.7,1.2,1.0,0.2,0.7,0.8,0.9,1.4,6611.0,378.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-51,01-99,69.4,77.8,55.0,36.0,28.2,57.0,51.8,67.4,40.3,47.6,228418.0,11679.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-51,05-43,34.1,43.5,25.7,14.5,9.0,29.2,11.9,9.3,12.5,18.7,89784.0,4285.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-51,45-99,31.2,31.5,27.5,20.3,18.2,27.6,39.2,57.3,26.8,27.5,132024.0,7016.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,81,,11.9,7.6,8.1,6.0,6.7,20.2,23.3,19.9,12.2,10.9,52446.0,3063.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-81,,81.3,85.3,63.0,42.0,34.9,77.2,75.1,87.3,52.5,58.6,280864.0,14742.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,UR,,14.6,8.9,12.8,14.3,19.2,26.2,31.0,22.8,23.3,18.7,,
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,91,,1.1,11.2,34.1,56.0,63.6,21.4,23.2,12.2,45.9,38.8,185930.0,11260.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,92,,1.0,0.5,0.6,0.6,0.5,0.2,0.4,0.1,0.5,0.5,2432.0,155.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,93,,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,322.0,51.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,94,,0.1,0.2,0.2,0.1,0.0,0.5,0.2,0.0,0.1,0.1,610.0,36.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,95,,9.6,1.0,0.7,0.2,0.1,0.1,0.1,0.2,0.1,0.6,3103.0,166.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,97,,6.6,1.6,1.4,1.1,0.9,0.7,1.0,0.1,0.9,1.3,6311.0,291.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,91-99,,18.7,14.7,37.0,58.0,65.1,22.8,24.9,12.7,47.5,41.4,198708.0,11959.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15-29 years,11-99,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,479572.0,26701.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,"11,12",01-03,5.2,3.2,2.4,1.8,1.5,1.5,1.0,0.9,1.4,2.2,27836.0,1835.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,"11,12",01-96,27.7,29.9,26.6,23.3,18.9,19.6,21.0,18.1,20.7,23.7,305958.0,17711.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,"11,12",05-43,5.7,8.8,6.8,5.7,4.1,7.0,4.2,2.1,4.5,5.6,72831.0,3935.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,"11,12",45-96,16.8,17.9,17.4,15.7,13.2,11.1,15.9,15.2,14.8,15.9,205291.0,11941.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,21,01-03,0.5,0.6,0.6,0.4,0.3,0.2,0.2,0.4,0.3,0.4,5330.0,306.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,21,01-96,1.7,2.5,2.9,3.0,2.9,2.3,3.4,3.2,3.0,2.8,36212.0,2046.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,21,05-43,0.5,1.0,0.7,0.9,0.7,0.8,0.9,0.7,0.8,0.8,10144.0,505.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,21,45-96,0.7,0.9,1.6,1.7,1.9,1.4,2.2,2.1,1.9,1.6,20738.0,1235.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-21,01-03,5.6,3.8,2.9,2.2,1.8,1.7,1.2,1.3,1.7,2.6,33166.0,2141.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-21,01-96,29.3,32.3,29.4,26.2,21.7,22.0,24.4,21.3,23.8,26.5,342171.0,19757.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-21,05-43,6.3,9.7,7.6,6.6,4.7,7.8,5.1,2.8,5.3,6.4,82976.0,4440.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,11-21,45-96,17.5,18.8,19.0,17.4,15.1,12.5,18.1,17.3,16.8,17.5,226029.0,13176.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,31,01-03,0.4,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,2253.0,157.0
India,"PLFS Year (Jul - Jun), 2018",Male,Urban,15 years and above,31,01-99,17.0,26.5,30.3,27.4,27.3,48.3,44.3,58.4,36.7,32.3,417248.0,22172.0
