Country,State,Year,Type Of Areas,Age Group,Gender,"Labour Force Participation Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1","Worker Population Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"," Unemployment Rate According To Usual Status (Ps+Ss) (UOM:%(Percentage)), Scaling Factor:1"
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,58.5,56.8,2.9
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,29.3,27.5,6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,44.4,42.7,3.9
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,51.4,40.7,20.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,24,11.9,50.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,38.2,26.9,29.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,78.7,73.9,6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,23.3,16.8,27.7
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,51.6,46,10.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,71.9,67.9,5.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,20.5,15,27
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,47,42.3,10.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,56.2,53.1,5.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,16.2,11.8,27.2
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37,33.2,10.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,56.9,51,10.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,29.1,23,21
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,43.7,37.7,13.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,80,76.9,3.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,36.3,32.9,9.4
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,58.5,55.3,5.6
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.6,74,3.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,33.8,30.8,8.9
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,55.8,52.9,5.1
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,58,56,3.5
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,26.5,24.2,8.8
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,42.9,40.7,5.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,64,54.3,15.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,17.1,16.8,1.9
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,38.3,33.8,11.9
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,82.4,77.4,6.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,51.6,51.2,1.2
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,52.6,50.2,4.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,78.9,74.5,5.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,49.8,47.6,4.3
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,51.7,48.7,5.8
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,15.5,15.4,0.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,32.9,31.4,4.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,55.9,43.7,22
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,8,5.7,28
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,30.2,23.3,22.8
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,77.8,70.7,9
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,12.8,11.7,8.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,43.6,39.7,9
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,68.6,62.6,8.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,11.8,10.8,8.4
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,39.5,36.1,8.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,52.4,47.9,8.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,9.3,8.5,8.4
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,30.7,28,8.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,62,51.7,16.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,15,14.2,5.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,36.4,31.3,14
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,81.3,75.8,6.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,22.7,22.3,1.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,50.5,47.7,5.5
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.4,71.6,6.2
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,20.7,20.4,1.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,47.4,44.9,5.2
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,51.9,48.5,6.4
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,14.3,14,1.6
India,Jharkhand,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,32.4,30.7,5.3
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,61.8,54.9,11.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,16.7,15.8,4.9
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,40.6,36.6,10
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,83.4,80.4,3.5
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,63.0,62,2.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,58,56.2,3
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,76.6,74.2,3.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,52.5,51.1,2.7
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,59,57.1,3.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,22,21.7,1.4
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,41.1,40,2.7
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,66.8,57.8,13.5
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,17.3,14.2,17.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,43.1,36.9,14.4
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,83.8,79.5,5.1
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,23.1,21.7,6.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,54.4,51.5,5.3
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,76.1,72.4,4.9
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,20.5,19.3,6.1
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,49.1,46.5,5.1
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,58.4,55.5,5
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,16.1,15.1,6.1
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,38,36,5.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,63.8,56.1,12.2
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,16.9,15.2,10.5
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,41.6,36.7,11.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,83.5,80.1,4.1
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,28.2,27.4,3
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,56.6,54.4,3.9
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.5,73.5,3.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,24.9,24.2,2.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,51.2,49.3,3.6
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,58.8,56.5,3.9
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,19.7,19.2,2.8
India,Karnataka,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,39.9,38.4,3.6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,43.3,33.1,23.4
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,23,9.7,57.8
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,32.9,21.1,35.8
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,76.5,72.2,5.6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,71.0,58.4,35.6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,54.6,49.2,9.9
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,71,67.6,4.7
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,49.7,45.5,8.4
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,56.9,54.2,4.7
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,25,21.1,15.6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,39.7,36.4,8.4
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,51.6,39.7,23.1
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,29.1,13.7,53.1
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,39.9,26.1,34.6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,79.9,75.1,6
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,35,27.7,20.7
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,55.4,49.3,11
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,71.4,67.7,5.2
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,29.7,24.1,18.8
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,48.8,44.1,9.7
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,56.3,53.4,5.2
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,24.2,19.7,18.8
India,Kerala,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,39.2,35.4,9.7
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,47,36.1,23.3
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,25.8,11.5,55.4
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,36,23.4,35.2
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,78.1,73.5,5.8
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,35.2,28.5,19.1
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,55,49.3,10.4
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,71.2,67.7,4.9
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,30.6,25.3,17
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,49.3,44.9,9
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,56.6,53.8,5
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,24.6,20.4,17.1
India,Kerala,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,39.5,35.9,9
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,58.3,53.5,8.2
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,30.5,25.8,15.2
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,45.1,40.4,10.4
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,80.4,77.8,3.3
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,79.6,74.4,13.0
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,60.4,57.8,4.3
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,78,75.7,2.9
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,58.3,56,4
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,58.5,56.8,2.9
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,29.3,27.5,6
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,44.4,42.7,3.9
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,51.4,40.7,20.8
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,24,11.9,50.2
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,38.2,26.9,29.7
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,78.7,73.9,6
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,23.3,16.8,27.7
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,51.6,46,10.8
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,71.9,67.9,5.6
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,20.5,15,27
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,47,42.3,10.1
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,56.2,53.1,5.6
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,16.2,11.8,27.2
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,37,33.2,10.1
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,56.9,51,10.4
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,29.1,23,21
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,43.7,37.7,13.8
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,80,76.9,3.8
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,36.3,32.9,9.4
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,58.5,55.3,5.6
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,76.6,74,3.5
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,33.8,30.8,8.9
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,55.8,52.9,5.1
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,58,56,3.5
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,26.5,24.2,8.8
India,Ladakh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,42.9,40.7,5.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,82.2,5.7,93.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,28.1,14.2,49.5
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,55.8,9.8,82.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,87.8,53.2,39.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,26.8,14.6,91.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,52.9,31.6,40.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,76.2,46.3,39.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,45.4,27.2,40
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,62.4,38,39.2
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,8.7,4.7,45.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,36,21.6,40
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,59.1,29.3,50.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,29.2,3.8,87.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,42.2,14.9,64.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,82,63.7,22.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,22.9,11.7,48.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,49.2,34.9,29.1
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,70,54.7,21.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,19.6,10.1,48.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,42.4,30.2,28.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,54,42.2,21.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,16.8,8.6,48.7
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,34.6,24.7,28.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,65.8,22.5,65.8
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,28.9,6.2,78.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,45.7,13.6,70.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,83.7,60.8,27.4
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,20.8,10.8,48.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,50.1,34.1,32
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,71.7,52.4,26.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,17.8,9.2,48.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,43.1,29.5,31.6
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,56.3,41.1,26.9
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,14.9,7.7,48.3
India,Lakshadweep,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,35,23.9,31.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,65.8,60.5,8.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,16.8,16.4,2.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,43.3,40.2,7.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,83.7,81,3.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,67.4,67.0,1.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,59.6,58.1,2.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,80.8,78.4,2.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,57.2,55.9,2.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,57.7,55.9,3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,23.3,23.2,0.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,41.3,40.3,2.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,54.3,42.4,21.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,10.6,8.3,22.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Persons,33.5,26.2,21.9
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Male,77.8,71.5,8
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Female,19.1,17.9,6.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15-59 years,Persons,49.5,45.7,7.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Male,73.4,67.8,7.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Female,17.4,16.4,6.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,15 years and above,Persons,46.1,42.7,7.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Male,55.9,51.6,7.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Female,13.6,12.8,6.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Urban,All Ages,Persons,35.5,32.9,7.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Male,62.8,55.7,11.3
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Female,15.1,14.1,6.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-29 years,Persons,40.6,36.4,10.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Male,82.1,78.5,4.4
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Female,29.8,29.3,1.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15-59 years,Persons,56.9,54.8,3.7
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Male,78.8,75.6,4.1
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Female,27.9,27.5,1.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,15 years and above,Persons,54.2,52.3,3.5
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Male,57.2,54.8,4.2
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Female,20.8,20.4,1.6
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2018",Rural + Urban,All Ages,Persons,39.8,38.4,3.5
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Male,57.9,50.1,13.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Female,20.6,17.1,17
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-29 years,Persons,41.1,35.2,14.4
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Male,79.8,75.8,5.1
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Female,85.8,82.8,7.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15-59 years,Persons,62.1,59.3,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Male,74.6,71.2,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,15 years and above,Persons,57.1,54.7,4.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Male,58.2,55.5,4.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Female,30.7,29.7,3.3
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Rural,All Ages,Persons,45,43.1,4.2
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Male,57.5,49.5,13.9
India,Maharashtra,"PLFS Year (Jul - Jun), 2018",Urban,15-29 years,Female,19.7,15.4,21.5
