Country,State,Year,Type Of Areas,Gender,"Rate Of Unemployment  (UOM:Ratio), Scaling Factor:1"
India,Karnataka,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,15.92
India,Karnataka,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,9.86
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural,Male,9.5
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural,Female,11.81
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural,Person,7.88
India,Kerala,"PLFS Year (Jul - Jun), 2021",urban,Male,8.31
India,Kerala,"PLFS Year (Jul - Jun), 2021",urban,Female,8.51
India,Kerala,"PLFS Year (Jul - Jun), 2021",urban,Person,7.57
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,6.27
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,7.55
India,Kerala,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,5.48
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural,Male,51.37
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural,Female,102.89
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural,Person,56.26
India,Ladakh,"PLFS Year (Jul - Jun), 2021",urban,Male,23.86
India,Ladakh,"PLFS Year (Jul - Jun), 2021",urban,Female,15.85
India,Ladakh,"PLFS Year (Jul - Jun), 2021",urban,Person,19.31
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,45.42
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,51.18
India,Ladakh,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,48.42
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural,Male,26.26
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural,Female,150.23
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural,Person,56.46
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",urban,Male,17.14
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",urban,Female,47.27
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",urban,Person,5.53
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,15.24
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,50.15
India,Lakshadweep,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,8.98
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Male,14.55
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Female,26.88
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Person,14.18
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Male,6.54
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Female,24.88
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Person,7.64
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,10.82
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,19.33
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,10.42
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural,Male,8.57
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural,Female,15.61
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural,Person,7.6
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",urban,Male,6.8
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",urban,Female,10.58
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",urban,Person,5.74
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,5.53
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,9.22
India,Maharashtra,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,4.76
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural,Male,13.05
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural,Female,29.73
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural,Person,14.66
India,Manipur,"PLFS Year (Jul - Jun), 2021",urban,Male,7.36
India,Manipur,"PLFS Year (Jul - Jun), 2021",urban,Female,9.25
India,Manipur,"PLFS Year (Jul - Jun), 2021",urban,Person,3.39
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,10.04
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,23.66
India,Manipur,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,11.33
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural,Male,35.55
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural,Female,33.88
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural,Person,32.08
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",urban,Male,17.23
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",urban,Female,23.38
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",urban,Person,17.91
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,19.63
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,21.5
India,Meghalaya,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,18.75
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural,Male,32.08
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural,Female,38.57
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural,Person,29.63
India,Mizoram,"PLFS Year (Jul - Jun), 2021",urban,Male,9.11
India,Mizoram,"PLFS Year (Jul - Jun), 2021",urban,Female,17.62
India,Mizoram,"PLFS Year (Jul - Jun), 2021",urban,Person,9.2
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,14.0
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,18.68
India,Mizoram,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,13.17
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural,Male,19.38
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural,Female,25.26
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural,Person,20.06
India,Nagaland,"PLFS Year (Jul - Jun), 2021",urban,Male,8.49
India,Nagaland,"PLFS Year (Jul - Jun), 2021",urban,Female,28.22
India,Nagaland,"PLFS Year (Jul - Jun), 2021",urban,Person,16.76
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,14.01
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,19.66
India,Nagaland,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,14.85
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural,Male,8.91
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural,Female,22.06
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural,Person,10.19
India,Odisha,"PLFS Year (Jul - Jun), 2021",urban,Male,11.96
India,Odisha,"PLFS Year (Jul - Jun), 2021",urban,Female,22.74
India,Odisha,"PLFS Year (Jul - Jun), 2021",urban,Person,4.69
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,7.79
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,17.24
India,Odisha,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,8.43
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural,Male,16.6
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural,Female,84.52
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural,Person,5.43
India,Puducherry,"PLFS Year (Jul - Jun), 2021",urban,Male,32.56
India,Puducherry,"PLFS Year (Jul - Jun), 2021",urban,Female,25.22
India,Puducherry,"PLFS Year (Jul - Jun), 2021",urban,Person,29.65
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,16.7
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,24.23
India,Puducherry,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,15.53
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural,Male,9.39
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural,Female,20.8
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural,Person,10.69
India,Punjab,"PLFS Year (Jul - Jun), 2021",urban,Male,7.61
India,Punjab,"PLFS Year (Jul - Jun), 2021",urban,Female,20.39
India,Punjab,"PLFS Year (Jul - Jun), 2021",urban,Person,3.65
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,6.96
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,17.07
India,Punjab,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,7.82
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural,Male,8.08
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural,Female,21.2
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural,Person,7.3
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",urban,Male,9.61
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",urban,Female,16.6
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",urban,Person,10.61
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,6.32
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,15.46
India,Rajasthan,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,6.38
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural,Male,31.55
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural,Female,44.71
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural,Person,31.42
India,Sikkim,"PLFS Year (Jul - Jun), 2021",urban,Male,66.18
India,Sikkim,"PLFS Year (Jul - Jun), 2021",urban,Female,52.87
India,Sikkim,"PLFS Year (Jul - Jun), 2021",urban,Person,62.82
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,29.33
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,36.17
India,Sikkim,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,29.58
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural,Male,10.44
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural,Female,12.73
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural,Person,8.79
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",urban,Male,5.77
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",urban,Female,9.76
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",urban,Person,5.9
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,6.38
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,9.43
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,5.86
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural,Male,12.38
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural,Female,32.02
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural,Person,14.96
India,Telangana,"PLFS Year (Jul - Jun), 2021",urban,Male,13.29
India,Telangana,"PLFS Year (Jul - Jun), 2021",urban,Female,18.02
India,Telangana,"PLFS Year (Jul - Jun), 2021",urban,Person,13.82
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,9.32
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,17.79
India,Telangana,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,10.51
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural,Male,28.48
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural,Female,40.34
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural,Person,28.71
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",urban,Male,25.74
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",urban,Female,58.49
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",urban,Person,37.83
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,23.44
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,37.21
India,The Dadra and Nagar Haveli and Daman and Diu,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,24.53
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural,Male,24.47
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural,Female,20.89
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural,Person,15.43
India,Tripura,"PLFS Year (Jul - Jun), 2021",urban,Male,21.76
India,Tripura,"PLFS Year (Jul - Jun), 2021",urban,Female,23.64
India,Tripura,"PLFS Year (Jul - Jun), 2021",urban,Person,12.78
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,19.29
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,19.4
India,Tripura,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,13.14
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Male,7.79
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Female,21.76
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural,Person,7.73
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Male,7.63
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Female,25.34
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",urban,Person,5.29
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,5.82
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,16.84
India,Uttar Pradesh,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,5.48
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural,Male,21.27
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural,Female,34.6
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural,Person,21.28
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",urban,Male,10.1
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",urban,Female,18.17
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",urban,Person,7.97
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,15.96
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,19.32
India,Uttarakhand,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,15.11
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural,Male,10.16
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural,Female,23.32
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural,Person,9.91
India,West Bengal,"PLFS Year (Jul - Jun), 2021",urban,Male,6.55
India,West Bengal,"PLFS Year (Jul - Jun), 2021",urban,Female,17.9
India,West Bengal,"PLFS Year (Jul - Jun), 2021",urban,Person,5.77
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural + urban,Male,7.6
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural + urban,Female,16.2
India,West Bengal,"PLFS Year (Jul - Jun), 2021",rural + urban,Person,7.27
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural,Male,31.17
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural,Female,19.62
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural,Person,16.67
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",urban,Male,20.73
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",urban,Female,16.0
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",urban,Person,17.67
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,19.79
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,12.66
India,Andaman and Nicobar Islands,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,12.13
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Male,10.15
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Female,15.96
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Person,9.35
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Male,7.19
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Female,8.18
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Person,4.86
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,7.14
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,11.24
India,Andhra Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,6.48
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Male,15.57
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Female,21.93
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Person,16.07
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Male,11.38
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Female,20.99
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Person,14.86
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,11.35
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,17.68
India,Arunachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,12.46
India,Assam,"PLFS Year (Jul - Jun), 2020",rural,Male,14.55
India,Assam,"PLFS Year (Jul - Jun), 2020",rural,Female,21.69
India,Assam,"PLFS Year (Jul - Jun), 2020",rural,Person,11.86
India,Assam,"PLFS Year (Jul - Jun), 2020",urban,Male,17.08
India,Assam,"PLFS Year (Jul - Jun), 2020",urban,Female,15.74
India,Assam,"PLFS Year (Jul - Jun), 2020",urban,Person,13.28
India,Assam,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,12.34
India,Assam,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,16.93
India,Assam,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,9.81
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural,Male,13.63
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural,Female,50.65
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural,Person,13.04
India,Bihar,"PLFS Year (Jul - Jun), 2020",urban,Male,15.81
India,Bihar,"PLFS Year (Jul - Jun), 2020",urban,Female,41.39
India,Bihar,"PLFS Year (Jul - Jun), 2020",urban,Person,19.03
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,11.6
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,39.29
India,Bihar,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,11.28
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural,Male,100.16
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural,Female,150.5
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural,Person,24.32
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",urban,Male,5.07
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",urban,Female,19.16
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",urban,Person,7.05
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,5.54
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,19.11
India,Chandigarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,7.33
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural,Male,13.71
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural,Female,23.71
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural,Person,13.94
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",urban,Male,13.9
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",urban,Female,20.89
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",urban,Person,8.27
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,11.54
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,18.93
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,11.42
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural,Male,15.05
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural,Female,50.05
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural,Person,17.83
India,Delhi,"PLFS Year (Jul - Jun), 2020",urban,Male,9.15
India,Delhi,"PLFS Year (Jul - Jun), 2020",urban,Female,29.08
India,Delhi,"PLFS Year (Jul - Jun), 2020",urban,Person,6.72
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,8.95
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,28.86
India,Delhi,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,6.6
India,Goa,"PLFS Year (Jul - Jun), 2020",rural,Male,33.01
India,Goa,"PLFS Year (Jul - Jun), 2020",rural,Female,53.36
India,Goa,"PLFS Year (Jul - Jun), 2020",rural,Person,40.07
India,Goa,"PLFS Year (Jul - Jun), 2020",urban,Male,32.19
India,Goa,"PLFS Year (Jul - Jun), 2020",urban,Female,25.32
India,Goa,"PLFS Year (Jul - Jun), 2020",urban,Person,29.42
India,Goa,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,24.19
India,Goa,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,28.85
India,Goa,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,23.86
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural,Male,17.89
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural,Female,36.91
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural,Person,19.15
India,Gujarat,"PLFS Year (Jul - Jun), 2020",urban,Male,14.25
India,Gujarat,"PLFS Year (Jul - Jun), 2020",urban,Female,32.22
India,Gujarat,"PLFS Year (Jul - Jun), 2020",urban,Person,18.12
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,12.34
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,25.02
India,Gujarat,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,14.55
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural,Male,13.16
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural,Female,32.65
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural,Person,12.48
India,Haryana,"PLFS Year (Jul - Jun), 2020",urban,Male,6.84
India,Haryana,"PLFS Year (Jul - Jun), 2020",urban,Female,25.46
India,Haryana,"PLFS Year (Jul - Jun), 2020",urban,Person,8.83
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,9.01
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,19.25
India,Haryana,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,8.49
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Male,11.57
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Female,14.83
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural,Person,10.6
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Male,39.11
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Female,20.29
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",urban,Person,31.43
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,11.11
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,13.65
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,10.07
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural,Male,12.53
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural,Female,17.0
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural,Person,10.74
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",urban,Male,12.05
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",urban,Female,10.91
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",urban,Person,6.05
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,9.48
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,11.54
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,7.38
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural,Male,13.05
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural,Female,46.55
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural,Person,13.18
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",urban,Male,6.7
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",urban,Female,18.91
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",urban,Person,6.1
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,9.34
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,23.18
India,Jharkhand,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,9.16
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural,Male,18.47
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural,Female,24.58
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural,Person,17.39
India,Karnataka,"PLFS Year (Jul - Jun), 2020",urban,Male,9.99
India,Karnataka,"PLFS Year (Jul - Jun), 2020",urban,Female,12.94
India,Karnataka,"PLFS Year (Jul - Jun), 2020",urban,Person,9.13
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,11.55
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,14.96
India,Karnataka,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,10.75
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural,Male,7.31
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural,Female,7.62
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural,Person,4.45
India,Kerala,"PLFS Year (Jul - Jun), 2020",urban,Male,6.22
India,Kerala,"PLFS Year (Jul - Jun), 2020",urban,Female,7.78
India,Kerala,"PLFS Year (Jul - Jun), 2020",urban,Person,3.66
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,4.8
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,5.48
India,Kerala,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,2.89
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural,Male,52.9
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural,Female,38.86
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural,Person,51.81
India,Ladakh,"PLFS Year (Jul - Jun), 2020",urban,Male,23.33
India,Ladakh,"PLFS Year (Jul - Jun), 2020",urban,Female,23.83
India,Ladakh,"PLFS Year (Jul - Jun), 2020",urban,Person,12.77
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural + urban,Male,49.7
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural + urban,Female,16.51
India,Ladakh,"PLFS Year (Jul - Jun), 2020",rural + urban,Person,41.05
India,Lakshadweep,"PLFS Year (Jul - Jun), 2020",rural,Male,0.0
