Country,Year,Gender,Technical Education Level (Code),Type Of Areas,"Percentage Distribution (UOM:%(Percentage)), Scaling Factor:1","Estimated Persons (15+) (UOM:Number), Scaling Factor:100","Sample Persons (15+) (UOM:Number), Scaling Factor:1"
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,3162.0,106
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.1,1807.0,95
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,2308.0,133
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,4115.0,228
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,2893.0,132
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,4385.0,202
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,7277.0,334
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,691.0,20
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1152.0,28
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1843.0,48
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,574.0,30
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,540.0,33
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,1114.0,63
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1265.0,50
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1692.0,61
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,2956.0,111
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.4,11526.0,385
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.2,7093.0,282
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.3,18620.0,667
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.9,12541.0,632
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.7,9024.0,493
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.8,21565.0,1125
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.6,24067.0,1017
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.4,16117.0,775
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.5,40185.0,1792
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,403.0,9
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,355.0,13
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,758.0,22
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.1,884.0,46
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,535.0,32
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.1,1419.0,78
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,1288.0,55
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,890.0,45
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,2178.0,100
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,2579.0,70
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.0,731.0,25
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,3310.0,95
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.6,8721.0,385
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.2,2435.0,109
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.4,11156.0,494
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.3,11300.0,455
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.1,3166.0,134
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.2,14466.0,589
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,495.0,21
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,610.0,16
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,1105.0,37
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.2,2058.0,99
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,1897.0,85
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,3955.0,184
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,2552.0,120
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,2507.0,101
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.1,5059.0,221
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,46.0,3
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,1.0,2
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,47.0,5
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,50.0,2
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,101.0,7
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,151.0,9
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,96.0,5
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,102.0,9
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,198.0,14
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,4778.0,167
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,4430.0,149
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,9208.0,316
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,8431.0,363
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,7626.0,380
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Urban,0.6,16057.0,743
India,"PLFS Year (Jul - Jun), 2019",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,13209.0,530
India,"PLFS Year (Jul - Jun), 2019",Female,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,12056.0,529
India,"PLFS Year (Jul - Jun), 2019",Persons,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural+Urban,0.3,25264.0,1059
India,"PLFS Year (Jul - Jun), 2018",Male,No Technical Education -01,Rural,97.9,2692928.0,88885
India,"PLFS Year (Jul - Jun), 2018",Female,No Technical Education -01,Rural,99.1,2703485.0,87995
India,"PLFS Year (Jul - Jun), 2018",Persons,No Technical Education -01,Rural,98.5,5396413.0,176880
India,"PLFS Year (Jul - Jun), 2018",Male,No Technical Education -01,Urban,92.4,1191726.0,67085
India,"PLFS Year (Jul - Jun), 2018",Female,No Technical Education -01,Urban,96.1,1203520.0,67656
India,"PLFS Year (Jul - Jun), 2018",Persons,No Technical Education -01,Urban,94.2,2395246.0,134741
India,"PLFS Year (Jul - Jun), 2018",Male,No Technical Education -01,Rural+Urban,96.1,3884653.0,155970
India,"PLFS Year (Jul - Jun), 2018",Female,No Technical Education -01,Rural+Urban,98.1,3907006.0,155651
India,"PLFS Year (Jul - Jun), 2018",Persons,No Technical Education -01,Rural+Urban,97.1,7791659.0,311621
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Agriculture -02,Rural,0.0,511.0,10
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Agriculture -02,Rural,0.0,117.0,5
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Agriculture -02,Rural,0.0,629.0,15
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Agriculture -02,Urban,0.0,341.0,23
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Agriculture -02,Urban,0.0,186.0,9
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Agriculture -02,Urban,0.0,527.0,32
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Agriculture -02,Rural+Urban,0.0,852.0,33
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Agriculture -02,Rural+Urban,0.0,303.0,14
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Agriculture -02,Rural+Urban,0.0,1155.0,47
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Engineering/Technology -03,Rural,0.2,6622.0,230
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Engineering/Technology -03,Rural,0.1,2511.0,75
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Engineering/Technology -03,Rural,0.2,9133.0,305
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Engineering/Technology -03,Urban,2.3,29296.0,1250
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Engineering/Technology -03,Urban,0.7,9292.0,411
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Engineering/Technology -03,Urban,1.5,38588.0,1661
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Engineering/Technology -03,Rural+Urban,0.9,35918.0,1480
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Engineering/Technology -03,Rural+Urban,0.3,11804.0,486
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Engineering/Technology -03,Rural+Urban,0.6,47722.0,1966
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Medicine -04,Rural,0.0,613.0,22
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Medicine -04,Rural,0.0,1322.0,32
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Medicine -04,Rural,0.0,1935.0,54
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Medicine -04,Urban,0.3,3486.0,198
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Medicine -04,Urban,0.2,3018.0,182
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Medicine -04,Urban,0.3,6504.0,380
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Medicine -04,Rural+Urban,0.1,4099.0,220
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Medicine -04,Rural+Urban,0.1,4340.0,214
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Medicine -04,Rural+Urban,0.1,8439.0,434
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Crafts -05,Rural,0.0,147.0,3
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Crafts -05,Rural,0.0,0.0,0
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Crafts -05,Rural,0.0,147.0,3
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Crafts -05,Urban,0.0,149.0,6
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Crafts -05,Urban,0.0,352.0,14
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Crafts -05,Urban,0.0,501.0,20
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Crafts -05,Rural+Urban,0.0,295.0,9
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Crafts -05,Rural+Urban,0.0,352.0,14
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Crafts -05,Rural+Urban,0.0,647.0,23
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Other Subjects -06,Rural,0.3,7435.0,251
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Other Subjects -06,Rural,0.2,4862.0,162
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Other Subjects -06,Rural,0.2,12297.0,413
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Other Subjects -06,Urban,0.9,11688.0,565
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Other Subjects -06,Urban,0.8,9962.0,552
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Other Subjects -06,Urban,0.9,21650.0,1117
India,"PLFS Year (Jul - Jun), 2018",Male,Technical Degree in Other Subjects -06,Rural+Urban,0.5,19122.0,816
India,"PLFS Year (Jul - Jun), 2018",Female,Technical Degree in Other Subjects -06,Rural+Urban,0.4,14825.0,714
India,"PLFS Year (Jul - Jun), 2018",Persons,Technical Degree in Other Subjects -06,Rural+Urban,0.4,33947.0,1530
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,1180.0,13
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,17.0,1
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural,0.0,1197.0,14
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,383.0,20
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,130.0,7
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Urban,0.0,513.0,27
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1563.0,33
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,146.0,8
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Agriculture -07,Rural+Urban,0.0,1709.0,41
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.6,16753.0,616
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.1,2698.0,112
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural,0.4,19451.0,728
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.8,22805.0,1165
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,0.4,4717.0,278
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Urban,1.1,27522.0,1443
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,1.0,39558.0,1781
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.2,7414.0,390
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Engineering/Technology -08,Rural+Urban,0.6,46973.0,2171
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2095.0,65
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,2467.0,114
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural,0.1,4562.0,179
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,2171.0,109
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,2446.0,166
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Urban,0.2,4618.0,275
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,4267.0,174
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,4913.0,280
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Medicine -09,Rural+Urban,0.1,9180.0,454
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,272.0,11
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,738.0,20
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural,0.0,1010.0,31
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,192.0,12
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,572.0,28
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Urban,0.0,764.0,40
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,464.0,23
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1310.0,48
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Crafts -10,Rural+Urban,0.0,1774.0,71
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.5,13543.0,383
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.2,6464.0,234
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural,0.4,20007.0,617
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.9,12057.0,689
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.6,8131.0,452
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Urban,0.8,20188.0,1141
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.6,25600.0,1072
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.4,14595.0,686
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Below Graduate Level) in Other Subjects -11,Rural+Urban,0.5,40195.0,1758
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,416.0,7
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,18.0,1
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural,0.0,433.0,8
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,107.0,8
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,40.0,4
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Urban,0.0,148.0,12
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,523.0,15
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,58.0,5
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Agriculture -12,Rural+Urban,0.0,581.0,20
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,2741.0,81
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.0,605.0,19
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural,0.1,3346.0,100
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.6,8142.0,379
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.2,2247.0,112
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Urban,0.4,10390.0,491
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.3,10884.0,460
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.1,2852.0,131
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Engineering/Technology -13,Rural+Urban,0.2,13736.0,591
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,567.0,22
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,349.0,14
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural,0.0,916.0,36
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,1437.0,94
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,1006.0,66
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Urban,0.1,2443.0,160
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.0,2004.0,116
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.0,1355.0,80
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Medicine -14,Rural+Urban,0.0,3359.0,196
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,48.0,5
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,155.0,4
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural,0.0,203.0,9
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,40.0,2
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,107.0,5
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Urban,0.0,147.0,7
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,88.0,7
India,"PLFS Year (Jul - Jun), 2018",Female,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,262.0,9
India,"PLFS Year (Jul - Jun), 2018",Persons,Diploma Or Certificate (Graduate And Above Level) in Crafts -15,Rural+Urban,0.0,351.0,16
India,"PLFS Year (Jul - Jun), 2018",Male,Diploma Or Certificate (Graduate And Above Level) in Other Subjects -16,Rural,0.2,5254.0,161
